Date,Time,Description,Type,Amount,Balance,Mode,Ref
22-03-2024,18:52,UBER INDIA,DR,389,226619,UPI,TXN596330
22-03-2024,19:41,POS SWIGGY-RESTAURANT,Debit,Rs. 357,226262,UPI,TXN716204
22-Mar-24,20:31,UPI-THIRDWAVE@OKAXIS,Debit,₹277,225055,UPI,TXN627935
23-03-2024,08:27,POS THIRD WAVE COFFEE,DR,305,222887,UPI,TXN852485
23-Mar-24,12:55,UPI-CCD@HDFCBANK,Debit,175,223538,UPI,TXN106907
23-Mar-24,14:09,BHARTI AIRTEL LTD,Debit,712,221300,UPI,TXN919528
23-Mar-24,19:45,BUNDL Tech P L,Debit,₹589,222012,UPI,TXN393371
23-03-2024,19:56,UPI-UBER-0377@HDFCBANK,DR,Rs. 294,221006,UPI,TXN324116
23-Mar-24,20:05,POS THIRD WAVE COFFEE,DR,286,222601,UPI,TXN702466
23-03-2024,20:06,UPI-UBER-5112@HDFCBANK,Debit,₹427,223713,UPI,TXN562965
23-03-2024,20:21,UPI-ZOMATO1274@OKICICI,DR,346,223192,UPI,TXN542207
24-Mar-24,14:45,TATA STARBUCKS,DR,Rs. 339,219743,UPI,TXN359662
24-Mar-24,15:48,OLA CABS,Debit,445,220561,UPI,TXN215806
24-03-2024,18:12,UPI-SWIGGY4144@OKAXIS,DR,601,219142,UPI,TXN599387
24-03-2024,18:16,TATA STARBUCKS,DR,479,220082,UPI,TXN944510
24-Mar-24,18:36,UPI-VI-RECHARGE@HDFCBANK,DR,Rs. 350,541475,UPI,TXN265409
25-Mar-24,05:02,ANI Technologies,Debit,333,213786,UPI,TXN239260
25-03-2024,06:33,AMAZON PRIME VIDEO,Debit,826,541825,UPI,TXN176066
25-03-2024,09:45,POS SWIGGY BANGALORE,Debit,414,218247,UPI,TXN686181
25-03-2024,17:06,UPI-KARAN-5789@OKAXIS,DR,2149,-716085,UPI,TXN946282
25-Mar-24,18:09,Flipkart Internet,DR,"Rs. 3,510",214119,UPI,TXN228270
25-Mar-24,19:25,SWIGGY-INSTAMART,Debit,Rs. 481,218661,UPI,TXN270753
25-03-2024,22:38,UPI-BLINKIT-1501@PAYTM,Debit,Rs. 618,217629,UPI,TXN408261
26-03-2024,06:13,ZERODHA-MF SIP,DR,15000,193065,UPI,TXN456470
26-03-2024,09:30,Amazon Pay India,DR,486,189259,UPI,TXN923356
26-03-2024,09:55,Amazon Pay India,DR,"2,849.00",190216,UPI,TXN261719
26-03-2024,11:28,POS FLIPKART BANGALORE,Debit,3032,210754,UPI,TXN455465
26-03-2024,13:10,BHIM ZEPTO,DR,Rs. 210,190006,UPI,TXN439966
26-03-2024,22:34,UPI-SWIGGY-9575@HDFCBANK,DR,475,208065,UPI,TXN288474
26-Mar-24,22:56,POS NYKAA BANGALORE,Debit,₹2214,208540,UPI,TXN686523
26-Mar-24,22:57,UPI-ZOMATO-LIMITED@PAYTM,Debit,₹261,189745,UPI,TXN433799
27-Mar-24,00:29,AMAZONIN MARKETPLACE,Debit,"Rs. 2,619",186195,UPI,TXN468488
27-Mar-24,09:27,OLA ELECTRIC,Debit,227,184623,UPI,TXN386275
27-Mar-24,11:53,UPI-RESTAURANT-0753@PAYTM,Debit,1345,184850,UPI,TXN860294
27-03-2024,13:54,OLA ELECTRIC,DR,Rs. 445,188814,UPI,TXN682119
28-Mar-24,00:31,NEXTBILLION-GROWW,DR,"4,883.00",171074,UPI,TXN618008
28-Mar-24,05:01,AMAZONIN MARKETPLACE,Debit,₹2553,175957,UPI,TXN617795
28-03-2024,08:29,POS HP PETROL STATION,Debit,₹1727,182896,UPI,TXN281965
28-03-2024,11:52,ROPPEN TRANSPORTATION,DR,Rs. 131,178510,UPI,TXN302365
28-Mar-24,21:45,Amazon Pay India,DR,4255,178641,UPI,TXN566801
29-Mar-24,04:21,UPI-BWSSB@AXIS,Debit,₹568,169079,UPI,TXN596580
29-Mar-24,09:54,TUMMOC-BMTC,DR,11,170514,UPI,TXN781605
29-Mar-24,12:20,BWSSB WATER BILL,DR,Rs. 255,169647,UPI,TXN178056
29-Mar-24,20:43,UPI-ZOMATO5010@OKICICI,Debit,549,170525,UPI,TXN648489
29-Mar-24,22:27,SWIGGY-INSTAMART,DR,₹612,169902,UPI,TXN391433
30-Mar-24,03:21,BLINKIT BANGALORE,Debit,₹732,168347,UPI,TXN163634
30-03-2024,09:56,UPI-BWSSB@AXIS,Debit,316,168031,UPI,TXN686424
30-Mar-24,10:43,POS UBER BANGALORE,DR,153,167649,UPI,TXN701056
30-03-2024,18:22,POS SWIGGY-RESTAURANT,DR,395,167254,UPI,TXN638051
30-03-2024,21:25,SWIGGY-INSTAMART,Debit,Rs. 229,167802,UPI,TXN750338
31-03-2024,04:01,UPI-BLINKIT-1469@PAYTM,Debit,₹768,165543,UPI,TXN307434
31-Mar-24,04:22,OLA CABS,Debit,220,166740,UPI,TXN728896
31-Mar-24,04:39,ZOMATO BENGALURU,Debit,500,164360,UPI,TXN712454
31-03-2024,05:05,AMZN PRIME,Debit,"Rs. 1,142",163218,UPI,TXN437456
31-Mar-24,10:16,POS ZEPTO BANGALORE,Debit,₹328,165215,UPI,TXN810360
31-03-2024,10:56,UPI-STARBUCKS@AXIS,DR,Rs. 294,166960,UPI,TXN975744
31-03-2024,12:39,ZOMATO BENGALURU,Debit,₹309,166311,UPI,TXN107052
31-03-2024,13:24,AMAZONIN MARKETPLACE,Debit,"Rs. 15,953",-394113,UPI,TXN255130
31-Mar-24,19:56,UPI-SWIGGY9328@OKAXIS,DR,236,164979,UPI,TXN753476
31-03-2024,20:01,POS MEGHANA FOODS,DR,₹7931,-445522,UPI,TXN149269
31-03-2024,20:36,ROPPEN TRANSPORTATION,DR,120,166620,UPI,TXN769795
31-03-2024,21:04,UPI-SPOTIFY-IN@AXIS,Debit,Rs. 119,164860,UPI,TXN767044
01-04-2024,05:57,POS ZEPTO BANGALORE,DR,₹234,159686,UPI,TXN140140
01-04-2024,06:49,POS NYKAA BANGALORE,DR,"Rs. 1,626",157772,UPI,TXN898134
01-Apr-24,09:23,NEFT-TECHCRUSH LABS-SALARY MAY24,CR,₹84736,623971,NEFT,TXN395442
01-Apr-24,10:43,POS OLA-PRIME,DR,288,159398,UPI,TXN875758
01-04-2024,11:31,POS MYNTRA,DR,₹2440,160778,UPI,TXN345770
01-04-2024,11:56,INSTAMART BANGALORE,DR,Rs. 566,160212,UPI,TXN341358
01-04-2024,13:39,ANI Technologies,Debit,₹292,159920,UPI,TXN345147
01-Apr-24,20:14,AVENUE SUPERMARTS,Debit,"Rs. 1,309",156463,UPI,TXN930382
01-04-2024,21:27,SWIGGY-INSTAMART,DR,574,155889,UPI,TXN624078
02-04-2024,09:10,Uber*Trip,DR,193,154055,UPI,TXN397604
02-04-2024,11:04,NYKAA E-RETAIL,Debit,"1,993.00",151827,UPI,TXN425387
02-04-2024,12:33,ZOMATO-DINING,Debit,235,153820,UPI,TXN235410
02-04-2024,12:57,ZOMATO MEDIA P L,DR,516,149961,UPI,TXN351338
02-Apr-24,13:26,POS EMPIRE RESTAURANT,DR,₹1171,154718,UPI,TXN245893
02-04-2024,13:47,AMZN-INTPYMT,Debit,996,150477,UPI,TXN991125
02-04-2024,14:25,ATM-WDL-HDFC-3609,DR,₹500,-699528,ATM,TXN329222
02-04-2024,15:43,POS OLA-PRIME,DR,354,151473,UPI,TXN614807
02-04-2024,22:21,SWIGGY-INSTAMART,DR,Rs. 470,154248,UPI,TXN573469
03-Apr-24,01:01,POS ZOMATO,DR,207,145283,UPI,TXN276037
03-Apr-24,03:32,BMTC BUS PASS,Debit,₹16,145267,UPI,TXN324164
03-04-2024,03:52,UPI-DMART@OKAXIS,Debit,"1,523.00",145704,UPI,TXN111755
03-04-2024,04:16,ZOMATO MEDIA P L,DR,258,147227,UPI,TXN848244
03-Apr-24,07:22,UPI-RAPIDO@OKAXIS,DR,80,145624,UPI,TXN772149
03-Apr-24,13:00,UPI-SWIGGY0226@OKAXIS,Debit,Rs. 385,144882,UPI,TXN170601
03-Apr-24,18:06,ROPPEN TRANSPORTATION,DR,Rs. 134,145490,UPI,TXN350127
03-04-2024,18:26,FLIPKART INDIA,Debit,"2,147.00",147485,UPI,TXN997343
03-Apr-24,21:34,BHIM SWIGGY,DR,₹329,149632,UPI,TXN210335
04-04-2024,04:24,UPI-FLIPKART@HDFCBANK,Debit,"Rs. 1,137",141577,UPI,TXN925198
04-04-2024,08:11,BHIM-BMTC,Debit,48,140464,UPI,TXN517589
04-04-2024,11:48,UPI-SWIGGY9600@OKAXIS,Debit,632,143966,UPI,TXN343715
04-Apr-24,13:26,UPI-STARBUCKS@AXIS,DR,367,141210,UPI,TXN360401
04-Apr-24,15:27,BHIM-BLINKIT,DR,Rs. 717,139747,UPI,TXN187275
04-Apr-24,16:00,UPI-FLIPKART@HDFCBANK,DR,₹1252,142714,UPI,TXN492716
04-04-2024,16:14,POS THIRD WAVE COFFEE,Debit,₹355,140855,UPI,TXN765181
04-Apr-24,20:31,INSTAMART BANGALORE,Debit,284,144598,UPI,TXN827418
04-04-2024,22:08,UPI-BOOKMYSHOW@HDFCBANK,DR,Rs. 343,140512,UPI,TXN272132
05-Apr-24,09:19,UPI-BIGBASKET@HDFCBANK,Debit,463,135435,UPI,TXN278922
05-Apr-24,12:19,POS UBER BANGALORE,Debit,₹515,135898,UPI,TXN319703
05-Apr-24,12:45,BHIM-BMTC,Debit,Rs. 47,136413,UPI,TXN659102
05-04-2024,13:45,IMPS-RENT-LANDLORD-36852906,Debit,"Rs. 18,000",605971,IMPS,TXN237174
05-04-2024,14:09,INNOVATIVE RETAIL,Debit,₹1582,138165,UPI,TXN592053
05-04-2024,15:31,TUMMOC-BMTC,DR,₹50,137341,UPI,TXN952624
05-04-2024,19:01,BLINKIT BANGALORE,DR,881,136460,UPI,TXN775699
05-04-2024,20:18,UPI-FLIPKART@HDFCBANK,DR,14305,-509536,UPI,TXN864670
05-Apr-24,22:00,UPI-ZOMATO7344@OKICICI,Debit,Rs. 206,137959,UPI,TXN613331
05-Apr-24,23:04,UPI-ZEPTO-9191@HDFCBANK,Debit,568,137391,UPI,TXN888086
06-Apr-24,09:31,UPI-ZOMATO9481@OKICICI,DR,293,135142,UPI,TXN301205
06-04-2024,12:03,RAPIDO BIKE TAXI,DR,₹126,133595,UPI,TXN656405
06-04-2024,12:31,BHIM SWIGGY,DR,Rs. 524,134193,UPI,TXN107614
06-Apr-24,16:48,GROFERS INDIA P L,Debit,472,133721,UPI,TXN478756
06-04-2024,21:26,ZOMATO MEDIA P L,DR,₹425,134717,UPI,TXN458772
07-Apr-24,06:45,UPI-RAPIDO@OKAXIS,Debit,42,131246,UPI,TXN803176
07-04-2024,18:55,POS ZEPTO BANGALORE,DR,196,133249,UPI,TXN599250
07-Apr-24,19:23,ROPPEN TRANSPORTATION,DR,150,133445,UPI,TXN952092
07-04-2024,20:57,UPI-IOC2115@HDFCBANK,DR,705,132544,UPI,TXN415986
07-04-2024,23:55,POS DINEOUT,DR,"1,256.00",131288,UPI,TXN791792
08-Apr-24,03:42,INNOVATIVE RETAIL,DR,₹1682,128215,UPI,TXN329537
08-04-2024,10:05,IMPS ZERODHA-COIN,DR,15000,590971,UPI,TXN710805
08-04-2024,13:24,UPI-SWIGGY-3513@HDFCBANK,Debit,Rs. 475,129897,UPI,TXN812299
08-Apr-24,14:38,BESCOM ELEC BILL,Debit,₹1689,585773,UPI,TXN146542
08-Apr-24,17:41,UPI-STARBUCKS@AXIS,DR,₹443,130372,UPI,TXN485600
08-Apr-24,18:46,BHIM SWIGGY,DR,Rs. 431,130815,UPI,TXN852293
09-Apr-24,09:52,FLIPKART INDIA,Debit,"Rs. 3,000",124653,UPI,TXN653485
09-Apr-24,09:59,TUMMOC-BMTC,DR,22,124631,UPI,TXN579757
09-Apr-24,12:51,BHIM-BMTC,DR,31,127653,UPI,TXN998397
09-Apr-24,14:09,AMAZON SELLER SVCS,Debit,₹531,127684,UPI,TXN405654
09-04-2024,16:28,POS UBER BANGALORE,DR,496,124135,UPI,TXN206900
09-04-2024,23:09,RAPIDO BIKE TAXI,Debit,₹131,124004,UPI,TXN640472
10-04-2024,02:07,UPI-RESTAURANT-3549@PAYTM,DR,₹1336,118195,UPI,TXN644675
10-Apr-24,04:38,UPI-VI-RECHARGE@HDFCBANK,DR,₹654,119531,UPI,TXN369232
10-Apr-24,13:39,POS HP PETROL STATION,DR,"8,350.00",-637695,UPI,TXN702960
10-04-2024,16:05,BIGTREE ENTERTAINMENT,Debit,₹1046,122632,UPI,TXN227980
10-04-2024,16:19,UPI-BOOKMYSHOW@HDFCBANK,DR,835,120576,UPI,TXN512925
10-Apr-24,16:32,UPI-FLIPKART@HDFCBANK,DR,₹1221,121411,UPI,TXN607711
10-Apr-24,16:51,ANI Technologies,DR,₹391,120185,UPI,TXN790573
10-Apr-24,22:40,OLA CABS,DR,Rs. 326,123678,UPI,TXN825399
10-Apr-24,22:56,UPI-PRIYA-8750@OKAXIS,DR,Rs. 325,-732135,UPI,TXN963318
11-Apr-24,07:36,UBER SYSTEMS INDIA,DR,Rs. 516,114083,UPI,TXN580024
11-Apr-24,11:19,ZOMATO BENGALURU,DR,Rs. 638,116817,UPI,TXN676558
11-04-2024,15:57,ZOMATO-DINING,DR,₹283,116534,UPI,TXN868265
11-Apr-24,16:08,KIRANAKART TECH,DR,740,117455,UPI,TXN146908
11-04-2024,18:41,POS ZEPTO BANGALORE,DR,347,116187,UPI,TXN497349
11-04-2024,19:04,BHIM SWIGGY,DR,Rs. 318,115869,UPI,TXN386526
11-04-2024,19:06,POS OLA-PRIME,DR,390,115294,UPI,TXN508486
11-04-2024,20:17,BHIM SWIGGY,DR,185,115684,UPI,TXN421440
11-04-2024,20:43,UPI-ZOMATO5845@OKICICI,Debit,Rs. 695,114599,UPI,TXN263044
12-04-2024,00:27,TWC INDIA,DR,373,111794,UPI,TXN971783
12-Apr-24,06:09,UPI-NETFLIX-MEMB@HDFCBANK,DR,₹419,590552,UPI,TXN361650
12-Apr-24,12:05,UPI-SWIGGY-INSTAMART@OKAXIS,DR,829,112167,UPI,TXN616791
12-Apr-24,16:44,UPI-STARBUCKS@AXIS,DR,396,111398,UPI,TXN807287
12-04-2024,18:57,UPI-BIGBASKET@HDFCBANK,Debit,₹910,110488,UPI,TXN218733
12-04-2024,19:32,POS HP PETROL STATION,DR,1087,112996,UPI,TXN420509
13-04-2024,00:27,INSTAMART BANGALORE,Debit,683,107344,UPI,TXN362285
13-04-2024,14:36,POS INDIAN OIL BANGALORE,Debit,₹7828,-419760,UPI,TXN425191
13-04-2024,15:19,ZOMATO-DINING,Debit,Rs. 386,106958,UPI,TXN555040
13-04-2024,20:54,RAPIDO BIKE TAXI,Debit,Rs. 65,110423,UPI,TXN774206
13-04-2024,21:45,BHIM SWIGGY,DR,₹281,106677,UPI,TXN602577
13-04-2024,21:59,MYNTRA-ORDER,DR,2396,108027,UPI,TXN295200
13-04-2024,23:07,IMPS ZERODHA-COIN,Debit,15000,91677,UPI,TXN984015
14-Apr-24,05:47,Swiggy*Order,Debit,Rs. 344,88933,UPI,TXN419141
14-Apr-24,06:31,Amazon Pay India,DR,926,90561,UPI,TXN359369
14-Apr-24,09:09,UPI-ZEPTO-6004@HDFCBANK,Debit,586,89914,UPI,TXN332548
14-04-2024,13:30,ROPPEN TRANSPORTATION,DR,₹61,90500,UPI,TXN140230
14-04-2024,15:32,UPI-BLINKIT-3223@PAYTM,Debit,637,89277,UPI,TXN290580
14-04-2024,19:43,POS SWIGGY BANGALORE,Debit,₹462,88471,UPI,TXN712711
14-Apr-24,21:08,UPI-SWIGGY-INSTAMART@OKAXIS,DR,824,87647,UPI,TXN178516
14-04-2024,22:50,POS SWIGGY BANGALORE,Debit,190,91487,UPI,TXN108418
15-Apr-24,02:22,SPOTIFY*PREMIUM,DR,₹119,590433,UPI,TXN872343
15-Apr-24,09:30,Uber*Trip,Debit,243,87404,UPI,TXN987187
15-Apr-24,09:57,POS ZOMATO,DR,₹513,84965,UPI,TXN368422
15-Apr-24,10:45,BHIM ZEPTO,DR,₹424,85882,UPI,TXN239430
15-Apr-24,12:55,UPI-GROWWPAY@HDFCBANK,DR,₹4389,80576,UPI,TXN381850
15-04-2024,18:13,UPI-SWIGGY-INSTAMART@OKAXIS,Debit,368,86306,UPI,TXN371407
15-04-2024,19:54,ZOMATO-DINING,Debit,₹585,79991,UPI,TXN294015
15-04-2024,20:41,ZEPTO MARKETPLACE,Debit,404,85478,UPI,TXN675956
15-Apr-24,22:03,KIRANAKART TECH,Debit,Rs. 344,86674,UPI,TXN917230
15-04-2024,23:57,RELIANCE JIO,DR,₹386,87018,UPI,TXN235197
16-04-2024,03:41,AMAZON IN,DR,2599,75092,UPI,TXN335428
16-Apr-24,15:02,UPI-CCD@HDFCBANK,DR,₹183,78445,UPI,TXN871889
16-04-2024,15:25,AMAZONIN MARKETPLACE,Debit,₹1071,78628,UPI,TXN114210
16-Apr-24,16:57,ZOMATO MEDIA P L,Debit,541,74332,UPI,TXN950100
16-04-2024,17:07,UPI-RAPIDO@OKAXIS,DR,₹40,77691,UPI,TXN337686
16-04-2024,18:46,ZOMATO MEDIA P L,DR,₹292,79699,UPI,TXN357167
16-04-2024,20:05,POS DINEOUT,Debit,₹714,77731,UPI,TXN669928
16-04-2024,22:22,UPI-SWIGGY1998@OKAXIS,DR,Rs. 219,74873,UPI,TXN728738
17-Apr-24,06:05,UPI-ZERODHA-COIN@AXIS,Debit,"15,000.00",58894,UPI,TXN244935
17-Apr-24,07:09,OLA CABS,DR,Rs. 307,54204,UPI,TXN246918
17-Apr-24,07:44,TATA STARBUCKS,DR,₹293,54511,UPI,TXN978116
17-Apr-24,08:10,ANI Technologies,Debit,Rs. 125,53619,UPI,TXN843810
17-04-2024,08:54,UPI-BESCOM-BILL@HDFCBANK,Debit,2394,54804,UPI,TXN158579
17-Apr-24,10:36,ATM-WDL-ICICI-6478,DR,"Rs. 5,000",-757875,ATM,TXN220570
17-04-2024,15:15,POS THIRD WAVE COFFEE,DR,298,58596,UPI,TXN542332
17-04-2024,16:19,TATA STARBUCKS,DR,460,53744,UPI,TXN133679
17-Apr-24,17:55,UPI-THIRDWAVE@OKAXIS,Debit,₹438,73894,UPI,TXN548217
17-Apr-24,18:51,UPI-MYNTRA@HDFCBANK,Debit,1398,57198,UPI,TXN162471
18-Apr-24,05:44,ANI Technologies,Debit,₹359,51742,UPI,TXN213666
18-04-2024,06:05,BIGBASKET BANGALORE,DR,1518,52101,UPI,TXN686462
18-04-2024,14:18,Swiggy*Order,DR,383,50409,UPI,TXN628040
18-Apr-24,14:49,UPI-SWIGGY0250@OKAXIS,DR,Rs. 613,51129,UPI,TXN678490
18-04-2024,22:15,UPI-ZOMATO-LIMITED@PAYTM,DR,₹337,50792,UPI,TXN423595
19-04-2024,08:37,POS THIRD WAVE COFFEE,Debit,403,50006,UPI,TXN853362
19-04-2024,11:43,ZOMATO BENGALURU,Debit,₹534,49472,UPI,TXN404969
19-Apr-24,18:51,POS TRUFFLES,Debit,Rs. 478,48754,UPI,TXN174589
19-04-2024,21:27,GROFERS INDIA P L,Debit,₹240,49232,UPI,TXN903541
20-04-2024,04:50,STAR INDIA PVT LTD,DR,₹1142,589291,UPI,TXN593554
20-04-2024,09:21,COFFEE DAY GLOBAL,DR,₹166,46365,UPI,TXN263306
20-04-2024,09:30,COFFEE DAY GLOBAL,DR,₹215,48539,UPI,TXN528902
20-04-2024,21:08,UPI-RESTAURANT-5630@PAYTM,Debit,₹1202,47337,UPI,TXN815711
20-04-2024,21:42,POS ZOMATO,DR,₹247,46531,UPI,TXN516226
20-04-2024,23:03,Swiggy*Order,Debit,Rs. 559,46778,UPI,TXN176523
20-04-2024,23:03,Swiggy*Order,Debit,Rs. 559,46778,UPI,TXN176523
21-04-2024,04:03,DISNEY HOTSTAR,Debit,Rs. 488,45601,UPI,TXN921934
21-04-2024,08:13,OLA ELECTRIC,Debit,217,43480,UPI,TXN833287
21-Apr-24,09:40,UPI-RAPIDO@OKAXIS,Debit,Rs. 80,46089,UPI,TXN802173
21-04-2024,11:36,SWIGGY-INSTAMART,DR,196,46169,UPI,TXN895466
21-04-2024,19:32,AIRTEL POSTPAID,Debit,708,587462,UPI,TXN378361
21-Apr-24,19:34,ZOMATO-DINING,DR,423,41077,UPI,TXN208854
21-04-2024,19:52,UPI-SWIGGY0894@OKAXIS,Debit,555,44379,UPI,TXN526127
21-04-2024,20:22,ZOMATO MEDIA P L,DR,667,44934,UPI,TXN746460
21-04-2024,20:28,ZOMATO BENGALURU,DR,Rs. 682,43697,UPI,TXN274169
21-04-2024,20:28,ZOMATO BENGALURU,DR,Rs. 682,43697,UPI,TXN274169
21-Apr-24,23:26,FKART INTRNET,DR,"Rs. 1,980",41500,UPI,TXN491246
22-04-2024,06:42,FKART INTRNET,Debit,₹1383,38953,UPI,TXN928909
22-04-2024,10:30,POS INSTAMART,Debit,Rs. 307,40336,UPI,TXN334814
22-04-2024,20:52,POS BLINKIT,Debit,814,38139,UPI,TXN968797
22-04-2024,22:06,BHIM SWIGGY,Debit,434,40643,UPI,TXN678381
23-Apr-24,10:40,INNOVATIVE RETAIL,DR,₹1249,36890,UPI,TXN224122
23-04-2024,16:15,POS ZEPTO BANGALORE,DR,537,35672,UPI,TXN228643
23-Apr-24,17:18,UPI-ANKIT-9877@OKAXIS,Debit,338,-737802,UPI,TXN461287
23-04-2024,19:34,SWIGGY-INSTAMART,Debit,220,36209,UPI,TXN332527
23-04-2024,19:53,UBER SYSTEMS INDIA,DR,461,36429,UPI,TXN722107
24-Apr-24,19:24,UPI-SWIGGY6412@OKAXIS,DR,635,34808,UPI,TXN996332
24-04-2024,21:05,KIRANAKART TECH,DR,Rs. 229,35443,UPI,TXN756075
24-04-2024,21:07,Swiggy*Order,DR,Rs. 640,33741,UPI,TXN196437
24-04-2024,23:22,UPI-SWIGGY-1791@HDFCBANK,DR,Rs. 427,34381,UPI,TXN897925
25-04-2024,03:12,AMAZON PRIME VIDEO,DR,₹1121,588170,UPI,TXN172792
25-Apr-24,08:20,UPI-CCD@HDFCBANK,DR,Rs. 326,31815,UPI,TXN731035
25-Apr-24,09:47,ANI Technologies,Debit,₹373,33368,UPI,TXN931681
25-Apr-24,10:50,POS CAFE COFFEE DAY,Debit,202,33166,UPI,TXN550167
25-04-2024,12:25,UPI-DMART@OKAXIS,DR,Rs. 502,32141,UPI,TXN252085
25-Apr-24,12:35,ZOMATO MEDIA P L,Debit,Rs. 342,31473,UPI,TXN952905
25-04-2024,14:57,UPI-ZOMATO-LIMITED@PAYTM,Debit,523,32643,UPI,TXN776434
26-04-2024,08:05,TUMMOC-BMTC,DR,22,29770,UPI,TXN216185
26-04-2024,11:41,POS HP PETROL STATION,DR,Rs. 748,29792,UPI,TXN820999
26-04-2024,13:16,SWIGGY-INSTAMART,DR,₹348,29422,UPI,TXN712505
26-04-2024,20:00,UBER SYSTEMS INDIA,DR,₹376,30874,UPI,TXN592718
26-04-2024,20:31,POS ZOMATO,Debit,₹223,31250,UPI,TXN118702
26-Apr-24,20:46,BUNDL Tech P L,Debit,Rs. 334,30540,UPI,TXN830288
27-Apr-24,01:13,SWIGGY-INSTAMART,Debit,Rs. 419,24044,UPI,TXN576076
27-04-2024,08:07,UPI-NYKAA@AXIS,Debit,₹2654,20098,UPI,TXN202564
27-04-2024,09:28,UPI-GROWWPAY@HDFCBANK,Debit,"4,737.00",24685,UPI,TXN336800
27-Apr-24,13:14,BUNDL TECH-INSTAMART,Debit,₹454,19050,UPI,TXN627685
27-04-2024,15:59,Swiggy*Order,Debit,₹396,19702,UPI,TXN152294
27-04-2024,16:55,AMAZON IN,Debit,₹1086,22752,UPI,TXN794037
27-Apr-24,20:06,UBER INDIA,DR,₹206,23838,UPI,TXN391334
27-Apr-24,20:45,UPI-SWIGGY5867@OKAXIS,DR,₹222,24463,UPI,TXN618631
27-04-2024,22:14,UPI-UBER-8525@HDFCBANK,Debit,198,19504,UPI,TXN850595
28-04-2024,00:16,AMAZON IN,DR,₹880,17678,UPI,TXN214699
28-Apr-24,01:43,Swiggy*Order,Debit,Rs. 328,17350,UPI,TXN614496
28-04-2024,07:26,UBER INDIA,Debit,252,16629,UPI,TXN303258
28-04-2024,09:00,TWC INDIA,DR,₹327,14796,UPI,TXN938635
28-04-2024,09:06,INNOVATIVE RETAIL,DR,"1,010.00",15619,UPI,TXN447283
28-Apr-24,13:17,INSTAMART BANGALORE,Debit,496,15123,UPI,TXN931023
28-04-2024,14:13,BHIM ZEPTO,DR,₹439,14357,UPI,TXN397025
28-04-2024,19:54,UBER INDIA,Debit,₹492,18558,UPI,TXN597654
28-04-2024,23:16,TATA STARBUCKS,Debit,469,16881,UPI,TXN863589
29-Apr-24,03:28,AMAZON SELLER SVCS,Debit,"Rs. 2,816",9939,UPI,TXN686058
29-04-2024,08:49,POS THIRD WAVE COFFEE,Debit,Rs. 251,12755,UPI,TXN974357
29-04-2024,12:14,TATA STARBUCKS,DR,₹299,8360,UPI,TXN733120
29-04-2024,19:24,ZOMATO-DINING,Debit,Rs. 416,13006,UPI,TXN438144
29-Apr-24,19:52,POS SWIGGY-RESTAURANT,DR,Rs. 328,8659,UPI,TXN689351
29-Apr-24,20:05,POS SWIGGY BANGALORE,DR,566,9373,UPI,TXN407592
29-04-2024,21:08,UPI-SWIGGY-4758@HDFCBANK,DR,386,8987,UPI,TXN781448
29-04-2024,23:35,UPI-FLIPKART@HDFCBANK,DR,₹935,13422,UPI,TXN471858
30-04-2024,03:58,UBER INDIA,Debit,321,3423,UPI,TXN321018
30-04-2024,05:06,UPI-MYNTRA@HDFCBANK,Debit,₹2440,5920,UPI,TXN346339
30-04-2024,06:26,UPI-RAPIDO@OKAXIS,Debit,143,3744,UPI,TXN789115
30-04-2024,08:59,POS SWIGGY-RESTAURANT,DR,527,1566,UPI,TXN863534
30-04-2024,09:44,Uber*Trip,DR,305,2093,UPI,TXN342959
30-Apr-24,14:19,Amazon Pay India,DR,"14,886.00",-524422,UPI,TXN486265
30-Apr-24,15:59,UPI-THIRDWAVE@OKAXIS,DR,300,2398,UPI,TXN913063
30-04-2024,18:44,ZOMATO BENGALURU,Debit,₹479,3887,UPI,TXN504562
30-04-2024,18:52,POS EMPIRE RESTAURANT,DR,1554,4366,UPI,TXN789402
30-Apr-24,19:24,UPI-BLINKIT-1165@PAYTM,Debit,725,2698,UPI,TXN391860
01-05-2024,09:37,NEFT-TECHCRUSH LABS-SALARY MAY24,CR,85393,671166,NEFT,TXN820221
01-05-2024,10:14,POS OLA-PRIME,Debit,268,-5092,UPI,TXN994640
01-May-24,11:04,POS STARBUCKS BANGALORE,Debit,251,1315,UPI,TXN282522
01-05-2024,13:43,POS EMPIRE RESTAURANT,Debit,"Rs. 1,794",-3649,UPI,TXN685836
01-05-2024,13:48,ZOMATO BENGALURU,DR,₹230,-7457,UPI,TXN691246
01-May-24,14:19,UPI-MYNTRA@HDFCBANK,Debit,₹2135,-7227,UPI,TXN541875
01-May-24,16:48,BHARTI AIRTEL LTD,DR,Rs. 335,-7792,UPI,TXN235753
01-05-2024,18:05,UPI-MYNTRA@HDFCBANK,DR,"Rs. 2,884",-1855,UPI,TXN673131
01-05-2024,19:24,BHIM ZEPTO,DR,₹286,1029,UPI,TXN953370
01-05-2024,20:28,POS EMPIRE RESTAURANT,Debit,"Rs. 1,175",-4824,UPI,TXN153979
02-May-24,03:32,UPI-SWIGGY4389@OKAXIS,DR,₹295,-8087,UPI,TXN919800
02-May-24,07:07,POS OLA-PRIME,DR,₹435,-9598,UPI,TXN883785
